Date,Adj Close
2019-02-06,0.724375
2019-02-07,0.710995
2019-02-08,0.709542
2019-02-11,0.710177
2019-02-12,0.706349
2019-02-13,0.71048
2019-02-14,0.70922
2019-02-15,0.710328
2019-02-18,0.714541
2019-02-19,0.713216
2019-02-20,0.716692
2019-02-21,0.717
2019-02-22,0.710884
2019-02-25,0.715922
2019-02-26,0.717412
2019-02-27,0.719399
2019-02-28,0.714847
2019-03-01,0.710278
2019-03-04,0.710031
2019-03-05,0.70922
2019-03-06,0.708742
2019-03-07,0.703482
2019-03-08,0.702346
2019-03-11,0.703928
2019-03-12,0.707339
2019-03-13,0.706414
2019-03-14,0.708717
2019-03-15,0.706814
2019-03-18,0.708291
2019-03-19,0.709975
2019-03-20,0.708968
2019-03-21,0.713521
2019-03-22,0.710783
2019-03-25,0.708316
2019-03-26,0.711612
2019-03-27,0.713699
2019-03-28,0.708451
2019-03-29,0.708316
2019-04-01,0.711389
2019-04-02,0.71099
2019-04-03,0.705841
2019-04-04,0.711749
2019-04-05,0.711035
2019-04-08,0.710177
2019-04-09,0.712159
2019-04-10,0.712911
2019-04-11,0.716692
2019-04-12,0.712251
2019-04-15,0.717309
2019-04-16,0.717618
2019-04-17,0.716492
2019-04-18,0.717412
2019-04-19,0.714796
2019-04-22,0.715103
2019-04-23,0.713725
2019-04-24,0.709668
2019-04-25,0.701459
2019-04-26,0.701779
2019-04-29,0.704429
2019-04-30,0.705517
2019-05-01,0.705129
2019-05-02,0.701459
2019-05-03,0.699545
2019-05-06,0.697331
2019-05-07,0.699252
2019-05-08,0.700849
2019-05-09,0.699496
2019-05-10,0.698709
2019-05-13,0.698509
2019-05-14,0.694589
2019-05-15,0.693914
2019-05-16,0.692713
2019-05-17,0.689322
2019-05-20,0.690322
2019-05-21,0.692061
2019-05-22,null
2019-05-23,0.687758
2019-05-24,0.68996
2019-05-27,0.693289
2019-05-28,0.691994
2019-05-29,0.692617
2019-05-30,0.69184
2019-05-31,0.690608
2019-06-03,0.692962
2019-06-04,0.697204
2019-06-05,0.699139
2019-06-06,0.697107
2019-06-07,0.697545
2019-06-10,0.699589
2019-06-11,0.696112
2019-06-12,0.696088
2019-06-13,0.693049
2019-06-14,0.691324
2019-06-17,0.68789
2019-06-18,0.685401
2019-06-19,0.688042
2019-06-20,0.688549
2019-06-21,0.692238
2019-06-24,0.69443
2019-06-25,0.696568
2019-06-26,0.696185
2019-06-27,0.698661
2019-06-28,0.700378
2019-07-01,0.702331
2019-07-02,0.696476
2019-07-03,0.699594
2019-07-04,0.703131
2019-07-05,0.702538
2019-07-08,0.698275
2019-07-09,0.697399
2019-07-10,0.692713
2019-07-11,0.696185
2019-07-12,0.697258
2019-07-15,0.701779
2019-07-16,0.704002
2019-07-17,0.701656
2019-07-18,0.701016
2019-07-19,0.706719
2019-07-22,0.70431
2019-07-23,0.703185
2019-07-24,0.699741
2019-07-25,0.697934
2019-07-26,0.695217
2019-07-29,0.690622
2019-07-30,0.689941
2019-07-31,0.687522
2019-08-01,0.68465
2019-08-02,0.680351
2019-08-05,0.679302
2019-08-06,0.676352
2019-08-07,0.676302
2019-08-08,0.675813
2019-08-09,0.681171
2019-08-12,0.677681
2019-08-13,0.675589
2019-08-14,0.679777
2019-08-15,0.675402
2019-08-16,0.677277
2019-08-19,0.678661
2019-08-20,0.675584
2019-08-21,0.677521
2019-08-22,0.6785
2019-08-23,0.675584
2019-08-26,0.670808
2019-08-27,0.676956
2019-08-28,0.675438
2019-08-29,0.673959
2019-08-30,0.673582
2019-09-02,0.672766
2019-09-03,0.671249
2019-09-04,0.676398
2019-09-05,0.679995
2019-09-06,0.68118
2019-09-09,0.684669
2019-09-10,0.68653
2019-09-11,0.685852
2019-09-12,0.68738
2019-09-13,0.686389
2019-09-16,0.687994
2019-09-17,0.686295
2019-09-18,0.686625
2019-09-19,0.682571
2019-09-20,0.679279
2019-09-23,0.676901
2019-09-24,0.677599
2019-09-25,0.679948
2019-09-26,0.675539
2019-09-27,0.675402
2019-09-30,0.676087
2019-10-01,0.675311
2019-10-02,0.670871
2019-10-03,0.670961
2019-10-04,0.674532
2019-10-07,0.676453
2019-10-08,0.673251
2019-10-09,0.672812
2019-10-10,0.671817
2019-10-11,0.67632
2019-10-14,0.679639
2019-10-15,0.67754
2019-10-16,0.67532
2019-10-17,0.675639
2019-10-18,0.682547
2019-10-21,0.684772
2019-10-22,0.687059
2019-10-23,0.68613
2019-10-24,0.68503
2019-10-25,0.681663
2019-10-28,0.6824
2019-10-29,0.68396
2019-10-30,0.685589
2019-10-31,0.689788
2019-11-01,0.689299
2019-11-04,0.6918
2019-11-05,0.689028
2019-11-06,0.689085
2019-11-07,0.68773
2019-11-08,0.6861
2019-11-11,0.6858
2019-11-12,0.685025
2019-11-13,0.6844
2019-11-14,0.68395
2019-11-15,0.678831
2019-11-18,0.681598
2019-11-19,0.680522
2019-11-20,0.68249
2019-11-21,0.6799
2019-11-22,0.678942
2019-11-25,0.6792
2019-11-26,0.67764
2019-11-27,0.6789
2019-11-28,0.67672
2019-11-29,0.6769
2019-12-02,0.67648
2019-12-03,0.681882
2019-12-04,0.68487
2019-12-05,0.68496
2019-12-06,0.6833
2019-12-09,0.683532
2019-12-10,0.6828
2019-12-11,0.68114
2019-12-12,0.687049
2019-12-13,0.692713
2019-12-16,0.687479
2019-12-17,0.687432
2019-12-18,0.68526
2019-12-19,0.68547
2019-12-20,0.6893
2019-12-23,0.69039
2019-12-24,0.69252
2019-12-25,0.692185
2019-12-26,0.692473
2019-12-27,0.694637
2019-12-30,0.6983
2019-12-31,0.70014
2020-01-01,0.7017
2020-01-02,0.701951
2020-01-03,0.698519
2020-01-06,0.69442
2020-01-07,0.693731
2020-01-08,0.68604
2020-01-09,0.68738
2020-01-10,0.685321
2020-01-13,0.69006
2020-01-14,0.68989
2020-01-15,0.689655
2020-01-16,0.69078
2020-01-17,0.6901
2020-01-20,0.688179
2020-01-21,0.68764
2020-01-22,0.68469
2020-01-23,0.684299
2020-01-24,0.68398
2020-01-27,0.680189
2020-01-28,0.67617
2020-01-29,0.676421
2020-01-30,0.675219
2020-01-31,0.670826
2020-02-03,0.669362
2020-02-04,0.66905
2020-02-05,0.673179
2020-02-06,0.67518
2020-02-07,0.6734
2020-02-10,0.667232
2020-02-11,0.66901
2020-02-12,0.6721
2020-02-13,0.67132
2020-02-14,0.6722
2020-02-17,0.672599
2020-02-18,0.6712
2020-02-19,0.6696
2020-02-20,0.6684
2020-02-21,0.66138
2020-02-24,0.66069
2020-02-25,0.661201
2020-02-26,0.66052
2020-02-27,0.654652
2020-02-28,0.65802
2020-03-02,0.651631
2020-03-03,0.65475
2020-03-04,0.65822
2020-03-05,0.66269
2020-03-06,0.661551
2020-03-09,0.661358
2020-03-10,0.6598
2020-03-11,0.64991
2020-03-12,0.64794
2020-03-13,0.627412
2020-03-16,0.617768
2020-03-17,0.609942
2020-03-18,0.59922
2020-03-19,0.58098
2020-03-20,0.57429
2020-03-23,0.575331
2020-03-24,0.58766
2020-03-25,0.59755
2020-03-26,0.59081
2020-03-27,0.60791
2020-03-30,0.618058
2020-03-31,0.616899
2020-04-01,0.6137
2020-04-02,0.60914
2020-04-03,0.606322
2020-04-06,0.59947
2020-04-07,0.61176
2020-04-08,0.61522
2020-04-09,0.623531
2020-04-10,0.63326
2020-04-13,0.633521
2020-04-14,0.640111
2020-04-15,0.64343
2020-04-16,0.63089
2020-04-17,0.63586
2020-04-20,0.634019
2020-04-21,0.63457
2020-04-22,0.6294
2020-04-23,0.6299
2020-04-24,0.63768
2020-04-27,0.639754
2020-04-28,0.644912
2020-04-29,0.65027
2020-04-30,0.655501
2020-05-01,0.64955
2020-05-04,0.637682
2020-05-05,0.642612
2020-05-06,0.6436
2020-05-07,0.639076
2020-05-08,0.65033
2020-05-11,0.65371
2020-05-12,0.648466
2020-05-13,0.64553
2020-05-14,0.645494
2020-05-15,0.647124
2020-05-18,0.642579
2020-05-19,0.6526
2020-05-20,0.654009
2020-05-21,0.65923
2020-05-22,0.656689
2020-05-25,0.654579
2020-05-26,0.65474
2020-05-27,0.66467
2020-05-28,0.662081
2020-05-29,0.66335
2020-06-01,0.665978
2020-06-02,0.6786
2020-06-03,0.69142
2020-06-04,0.692905
2020-06-05,0.69399
2020-06-08,0.70024
2020-06-09,0.702449
2020-06-10,0.6943
2020-06-11,0.69683
2020-06-12,0.683088
2020-06-15,0.682501
2020-06-16,0.69582
2020-06-17,0.689532
2020-06-18,0.68757
2020-06-19,0.685721
2020-06-22,0.682291
2020-06-23,0.69316
2020-06-24,0.69403
2020-06-25,0.685678
2020-06-26,0.688819
2020-06-29,0.686191
2020-06-30,0.687191
2020-07-01,0.6902
2020-07-02,0.691324
2020-07-03,0.69192
2020-07-06,0.69484
2020-07-07,0.6977
2020-07-08,0.694232
2020-07-09,0.69891
2020-07-10,0.695894
2020-07-13,0.695028
2020-07-14,0.694011
2020-07-15,0.6989
2020-07-16,0.700918
2020-07-17,0.6978
2020-07-20,0.7005
2020-07-21,0.702593
2020-07-22,0.71356
2020-07-23,0.714082
2020-07-24,0.71001
2020-07-27,0.709819
2020-07-28,0.7159
2020-07-29,0.716025
2020-07-30,0.71717
2020-07-31,0.720368
2020-08-03,0.714689
2020-08-04,0.711794
2020-08-05,0.71771
2020-08-06,0.71991
2020-08-07,0.7231
2020-08-10,0.715712
2020-08-11,0.7158
2020-08-12,0.71452
2020-08-13,0.716486
2020-08-14,0.71488
2020-08-17,0.719259
2020-08-18,0.721813
2020-08-19,0.725795
2020-08-20,0.718804
2020-08-21,0.720612
2020-08-24,0.716137
2020-08-25,0.71689
2020-08-26,0.719932
2020-08-27,0.724501
2020-08-28,0.72699
2020-08-31,0.7373
2020-09-01,0.7381
2020-09-02,0.737849
2020-09-03,0.733111
2020-09-04,0.725584
2020-09-07,0.728221
2020-09-08,0.7281
2020-09-09,0.72094
2020-09-10,0.72766
2020-09-11,0.7263
2020-09-14,0.728152
2020-09-15,0.7286
2020-09-16,0.729682
2020-09-17,0.72955
2020-09-18,0.73131
2020-09-21,0.729341
2020-09-22,0.723118
2020-09-23,0.717443
2020-09-24,0.7069
2020-09-25,0.705716
2020-09-28,0.704191
2020-09-29,0.70952
2020-09-30,0.71436
2020-10-01,0.716651
2020-10-02,0.718288
2020-10-05,0.717721
2020-10-06,0.719321
2020-10-07,0.71101
2020-10-08,0.71382
2020-10-09,0.7178
2020-10-12,0.72246
2020-10-13,0.721188
2020-10-14,0.71644
2020-10-15,0.714148
2020-10-16,0.70884
2020-10-19,0.7096
2020-10-20,0.705617
2020-10-21,0.705
2020-10-22,0.71056
2020-10-23,0.71261
2020-10-26,0.713201
2020-10-27,0.71171
2020-10-28,0.71231
2020-10-29,0.70552
2020-10-30,0.70376
2020-11-02,0.70082
2020-11-03,0.70537
2020-11-04,0.719683
2020-11-05,0.71805
2020-11-06,0.72627
2020-11-09,0.728672
2020-11-10,0.7282
2020-11-11,0.72817
2020-11-12,0.728428
2020-11-13,0.724019
2020-11-16,0.729081
2020-11-17,0.7321
2020-11-18,0.7296
2020-11-19,0.730199
2020-11-20,0.72691
2020-11-23,0.7317
2020-11-24,0.72982
2020-11-25,0.73667
2020-11-26,0.736485
2020-11-27,0.7358
2020-11-30,0.740028
2020-12-01,0.73568
2020-12-02,0.738089
2020-12-03,0.7418
2020-12-04,0.7439
2020-12-07,0.743157
2020-12-08,0.74176
2020-12-09,0.7411
2020-12-10,0.7435
2020-12-11,0.75244
2020-12-14,0.75511
2020-12-15,0.75392
2020-12-16,0.755561
2020-12-17,0.757
2020-12-18,0.76153
2020-12-21,0.758743
2020-12-22,0.75752
2020-12-23,0.75517
2020-12-24,0.75796
2020-12-25,0.76068
2020-12-28,0.761191
2020-12-29,0.758892
2020-12-30,0.76099
2020-12-31,0.768929
2021-01-01,0.770297
2021-01-04,0.77123
2021-01-05,0.7671
2021-01-06,0.7766
2021-01-07,0.7817
2021-01-08,0.7769
2021-01-11,0.771653
2021-01-12,0.77075
2021-01-13,0.777605
2021-01-14,0.774713
2021-01-15,0.77758
2021-01-18,0.768888
2021-01-19,0.768699
2021-01-20,0.77118
2021-01-21,0.77557
2021-01-22,0.776102
2021-01-25,0.77158
2021-01-26,0.7719
2021-01-27,0.775314
2021-01-28,0.7651
2021-01-29,0.76697
2021-02-01,0.761998
2021-02-02,0.76346
2021-02-03,0.760821
2021-02-04,0.7636
2021-02-05,0.7603
2021-02-08,0.76792
2021-02-09,0.7711
2021-02-10,0.77405
2021-02-11,0.772535
2021-02-12,0.7754
2021-02-15,0.77641
2021-02-16,0.77862
2021-02-17,0.77379
2021-02-18,0.77587
2021-02-19,0.7768
2021-02-22,0.788849
2021-02-23,0.79154
2021-02-24,0.790883
2021-02-25,0.797703
2021-02-26,0.787
2021-03-01,0.775242
2021-03-02,0.7772
2021-03-03,0.78252
2021-03-04,0.77581
2021-03-05,0.77156
2021-03-08,0.77091
2021-03-09,0.765667
2021-03-10,0.771784
2021-03-11,0.7732
2021-03-12,0.778762
2021-03-15,0.7763
2021-03-16,0.775014
2021-03-17,0.774557
2021-03-18,0.7813
2021-03-19,0.77537
2021-03-22,0.77225
2021-03-23,0.77455
2021-03-24,0.76047
2021-03-25,0.7591
2021-03-26,0.7594
2021-03-29,0.763738
2021-03-30,0.764117
2021-03-31,0.76088
2021-04-01,0.75941
2021-04-02,0.7619
2021-04-05,0.7621
2021-04-06,0.765873
2021-04-07,0.766695
2021-04-08,0.761388
2021-04-09,0.7659
2021-04-12,0.7626
2021-04-13,0.762771
2021-04-14,0.76475
2021-04-15,0.77251
2021-04-16,0.77517
2021-04-19,0.771403
2021-04-20,0.7767
2021-04-21,0.77238
2021-04-22,0.77544
2021-04-23,0.770535
2021-04-26,0.774311
2021-04-27,0.77997
2021-04-28,0.777
2021-04-29,0.78013
2021-04-30,0.777762
2021-05-03,0.7723
2021-05-04,0.775891
2021-05-05,0.77138
2021-05-06,0.77512
2021-05-07,0.778731
2021-05-10,0.785879
2021-05-11,0.7839
2021-05-12,0.78381
2021-05-13,0.77323
2021-05-14,0.77262
2021-05-17,0.777871
2021-05-18,0.77737
2021-05-19,0.778998
2021-05-20,0.77203
2021-05-21,0.777
2021-05-24,0.773
2021-05-25,0.77508
2021-05-26,0.775314
2021-05-27,0.77399
2021-05-28,0.77425
2021-05-31,0.77101
2021-06-01,0.77435
2021-06-02,0.77559
2021-06-03,0.77443
2021-06-04,0.766577
2021-06-07,0.7744
2021-06-08,0.77563
2021-06-09,0.7737
2021-06-10,0.77295
2021-06-11,0.7748
2021-06-14,0.770891
2021-06-15,0.7712
2021-06-16,0.768622
2021-06-17,0.761673
2021-06-18,0.75569
2021-06-21,0.7504
2021-06-22,0.75349
2021-06-23,0.755481
2021-06-24,0.757444
2021-06-25,0.758208
2021-06-28,0.7595
2021-06-29,0.75684
2021-06-30,0.75136
2021-07-01,0.74977
2021-07-02,0.746581
2021-07-05,0.75186
2021-07-06,0.7543
2021-07-07,0.7495
2021-07-08,0.748441
2021-07-09,0.743329
2021-07-12,0.749008
2021-07-13,0.7481
2021-07-14,0.7442
2021-07-15,0.748038
2021-07-16,0.7423
2021-07-19,0.7391
2021-07-20,0.73392
2021-07-21,0.733891
2021-07-22,0.735262
2021-07-23,0.73805
2021-07-26,0.736822
2021-07-27,0.738825
2021-07-28,0.736637
2021-07-29,0.73771
2021-07-30,0.73961
2021-08-02,0.734231
2021-08-03,0.73606
2021-08-04,0.73968
2021-08-05,0.7383
2021-08-06,0.7403
2021-08-09,0.733783
2021-08-10,0.7331
2021-08-11,0.73438
2021-08-12,0.737409
2021-08-13,0.73415
2021-08-16,0.736572
2021-08-17,0.734107
2021-08-18,0.72556
2021-08-19,0.7231
2021-08-20,0.71462
2021-08-23,0.71398
2021-08-24,0.72096
2021-08-25,0.72488
2021-08-26,0.72766
2021-08-27,0.72384
2021-08-30,0.731598
2021-08-31,0.729123
2021-09-01,0.73179
2021-09-02,0.7368
2021-09-03,0.73993
2021-09-06,0.744502
2021-09-07,0.743671
2021-09-08,0.73866
2021-09-09,0.736377
2021-09-10,0.737083
2021-09-13,0.736811
2021-09-14,0.73659
2021-09-15,0.73171
2021-09-16,0.73412
2021-09-17,0.72915
2021-09-20,0.726401
2021-09-21,0.72597
2021-09-22,0.7228
2021-09-23,0.7234
2021-09-24,0.72998
2021-09-27,0.726612
2021-09-28,0.72806
2021-09-29,0.724428
2021-09-30,0.718
2021-10-01,0.723118
2021-10-04,0.727521
2021-10-05,0.72897
2021-10-06,0.729075
2021-10-07,0.728141
2021-10-08,0.73168
2021-10-11,0.72949
2021-10-12,0.73484
2021-10-13,0.733509
2021-10-14,0.738607
2021-10-15,0.74138
2021-10-18,0.742479
2021-10-19,0.7417
2021-10-20,0.747719
2021-10-21,0.75153
2021-10-22,0.74637
2021-10-25,0.74691
2021-10-26,0.74918
2021-10-27,0.751298
2021-10-28,0.750075
2021-10-29,0.75316
2021-11-01,0.751829
2021-11-02,0.75205
2021-11-03,0.7439
2021-11-04,0.7469
2021-11-05,0.740933
2021-11-08,0.73959
2021-11-09,0.74148
2021-11-10,0.73762
2021-11-11,0.733412
2021-11-12,0.7292
2021-11-15,0.733251
2021-11-16,0.73449
2021-11-17,0.730161
2021-11-18,0.72686
2021-11-19,0.7279
2021-11-22,0.72317
2021-11-23,0.722804
2021-11-24,0.72222
2021-11-25,0.7202
2021-11-26,0.71737
2021-11-29,0.714281
2021-11-30,0.71458
2021-12-01,0.7125
2021-12-02,0.71076
2021-12-03,0.70878
2021-12-06,0.70179
2021-12-07,0.70492
2021-12-08,0.71226
2021-12-09,0.717
2021-12-10,0.714612
2021-12-13,0.71661
2021-12-14,0.713318
2021-12-15,0.7106
2021-12-16,0.71665
2021-12-17,0.717561
2021-12-20,0.711698
2021-12-21,0.71095
2021-12-22,0.71478
2021-12-23,0.7214
2021-12-24,0.72332
2021-12-27,0.723129
2021-12-28,0.7237
2021-12-29,0.7234
2021-12-30,0.725879
2021-12-31,0.72498
2022-01-03,0.726818
2022-01-04,0.7198
2022-01-05,0.72388
2022-01-06,0.72208
2022-01-07,0.71626
2022-01-10,0.717911
2022-01-11,0.7181
2022-01-12,0.72098
2022-01-13,0.728221
2022-01-14,0.728226
2022-01-17,0.721652
2022-01-18,0.72108
2022-01-19,0.71875
2022-01-20,0.7217
2022-01-21,0.721709
2022-01-24,0.718788
2022-01-25,0.71545
2022-01-26,0.71588
2022-01-27,0.7123
2022-01-28,0.70355
2022-01-31,0.6998
2022-02-01,0.70683
2022-02-02,0.713399
2022-02-03,0.71208
2022-02-04,0.7145
2022-02-07,0.70803
2022-02-08,0.713
2022-02-09,0.714592
2022-02-10,0.717741
2022-02-11,0.71617
2022-02-14,0.71448
2022-02-15,0.71321
2022-02-16,0.714909
2022-02-17,0.71945
2022-02-18,0.718933
2022-02-21,0.71717
2022-02-22,0.71845
2022-02-23,0.72269
2022-02-24,0.7228
2022-02-25,0.71602
2022-02-28,0.718649
2022-03-01,0.7262
2022-03-02,0.726143
2022-03-03,0.729341
2022-03-04,0.7337
2022-03-07,0.739481
2022-03-08,0.73285
2022-03-09,0.726792
2022-03-10,0.73169
2022-03-11,0.7366
2022-03-14,0.72965
2022-03-15,0.71987
2022-03-16,0.7191
2022-03-17,0.72888
2022-03-18,0.7381
2022-03-21,0.740999
2022-03-22,0.739579
2022-03-23,0.74623
2022-03-24,0.749918
2022-03-25,0.751428
2022-03-28,0.751823
2022-03-29,0.74995
2022-03-30,0.751467
2022-03-31,0.7503
2022-04-01,0.749193
2022-04-04,0.748649
2022-04-05,0.75439
2022-04-06,0.75857
2022-04-07,0.750508
2022-04-08,0.747848
2022-04-11,0.744651
2022-04-12,0.741532
2022-04-13,0.7455
2022-04-14,0.74515
2022-04-15,0.741015
2022-04-18,0.739382
2022-04-19,0.735759
2022-04-20,0.739399
2022-04-21,0.7447
2022-04-22,0.736111
2022-04-25,0.723694
2022-04-26,0.71785
2022-04-27,0.7146
2022-04-28,0.71257
2022-04-29,0.710884
2022-05-02,0.706539
2022-05-03,0.7051
2022-05-04,0.710379
2022-05-05,0.72529
2022-05-06,0.7121
2022-05-09,0.7047
2022-05-10,0.695739
2022-05-11,0.6936
2022-05-12,0.69275
2022-05-13,0.687191
2022-05-16,0.694618
2022-05-17,0.697282
2022-05-18,0.703284
2022-05-19,0.6959
2022-05-20,0.70415
2022-05-23,0.706289
2022-05-24,0.708898
2022-05-25,0.71032
2022-05-26,0.70894
2022-05-27,0.709879
2022-05-30,0.716281
2022-05-31,0.71952
2022-06-01,0.718262
2022-06-02,0.71736
2022-06-03,0.7269
2022-06-06,0.720492
2022-06-07,0.718861
2022-06-08,0.72206
2022-06-09,0.718649
2022-06-10,0.709819
2022-06-13,0.701828
2022-06-14,0.69416
2022-06-15,0.68899
2022-06-16,0.70169
2022-06-17,0.70405
2022-06-20,0.6953
2022-06-21,0.69695
2022-06-22,0.69618
2022-06-23,0.690522
2022-06-24,0.69035
2022-06-27,0.694338
2022-06-28,0.692252
2022-06-29,0.69044
2022-06-30,0.688047
2022-07-01,0.68976
2022-07-04,0.68158
2022-07-05,0.68738
2022-07-06,0.67932
2022-07-07,0.6786
2022-07-08,0.6849
2022-07-11,0.68458
2022-07-12,0.674332
2022-07-13,0.6747
2022-07-14,0.67323
2022-07-15,0.675489
2022-07-18,0.681477
2022-07-19,0.68102
2022-07-20,0.689798
2022-07-21,0.688738
2022-07-22,0.69229
2022-07-25,0.690469
2022-07-26,0.69512
2022-07-27,0.694739
2022-07-28,0.69949
2022-07-29,0.700084
2022-08-01,0.697122
2022-08-02,0.70239
2022-08-03,0.68903
2022-08-04,0.6939
2022-08-05,0.69592
2022-08-08,0.69025
2022-08-09,0.69877
2022-08-10,0.695701
2022-08-11,0.707814
2022-08-12,0.71029
2022-08-15,0.711668
2022-08-16,0.702
2022-08-17,0.70194
2022-08-18,0.69304
2022-08-19,0.69112
2022-08-22,0.687711
2022-08-23,0.68787
2022-08-24,0.6923
2022-08-25,0.690799
2022-08-26,0.696398
2022-08-29,0.686691
2022-08-30,0.690751
2022-08-31,0.68574
2022-09-01,0.68285
2022-09-02,0.67953
2022-09-05,0.67903
2022-09-06,0.6814
2022-09-07,0.673011
2022-09-08,0.67514
2022-09-09,0.67659
2022-09-12,0.6847
2022-09-13,0.689398
2022-09-14,0.6743
2022-09-15,0.67518
2022-09-16,0.66873
2022-09-19,0.6727
2022-09-20,0.67337
2022-09-21,0.66942
2022-09-22,0.66101
2022-09-23,0.66454
2022-09-26,0.65307
2022-09-27,0.6476
2022-09-28,0.6438
2022-09-29,0.6505
2022-09-30,0.6513
2022-10-03,0.642096
2022-10-04,0.65018
2022-10-05,0.65141
2022-10-06,0.65127
2022-10-07,0.641441
2022-10-10,0.636983
2022-10-11,0.629481
2022-10-12,0.626641
2022-10-13,0.627731
2022-10-14,0.6301
2022-10-17,0.622394
2022-10-18,0.629882
2022-10-19,0.63164
2022-10-20,0.62637
2022-10-21,0.627471
2022-10-24,0.63719
2022-10-25,0.63296
2022-10-26,0.63857
2022-10-27,0.64935
2022-10-28,0.645091
2022-10-31,0.640131
2022-11-01,0.64099
2022-11-02,0.63967
2022-11-03,0.63385
2022-11-04,0.628852
2022-11-07,0.643932
2022-11-08,0.64748
2022-11-09,0.650919
2022-11-10,0.643418
2022-11-11,0.66069
2022-11-14,0.669882
2022-11-15,0.66919
2022-11-16,0.67695
2022-11-17,0.67395
2022-11-18,0.66892
2022-11-21,0.668208
2022-11-22,0.66078
2022-11-23,0.664982
2022-11-24,0.67435
2022-11-25,0.67656
2022-11-28,0.671191
2022-11-29,0.665199
2022-11-30,0.668409
2022-12-01,0.67996
2022-12-02,0.681102
2022-12-05,0.681301
2022-12-06,0.670781
2022-12-07,0.669882
2022-12-08,0.6727
2022-12-09,0.67765
2022-12-12,0.678141
2022-12-13,0.6754
2022-12-14,0.68423
2022-12-15,0.68578
2022-12-16,0.670592
2022-12-19,0.668749
2022-12-20,0.670781
2022-12-21,0.66885
2022-12-22,0.671682
2022-12-23,0.6678
2022-12-26,0.671249
2022-12-27,0.674459
2022-12-28,0.672993
2022-12-29,0.67471
2022-12-30,0.6766
2023-01-02,0.68231
2023-01-03,0.68056
2023-01-04,0.6728
2023-01-05,0.682911
2023-01-06,0.67557
