Date,Adj Close,cash-rate
2021-11-16,0.73449,0.10
2021-11-17,0.730161,0.10
2021-11-18,0.72686,0.10
2021-11-19,0.7279,0.10
2021-11-22,0.72317,0.10
2021-11-23,0.722804,0.10
2021-11-24,0.72222,0.10
2021-11-25,0.7202,0.10
2021-11-26,0.71737,0.10
2021-11-29,0.714281,0.10
2021-11-30,0.71458,0.10
2021-12-01,0.7125,0.10
2021-12-02,0.71076,0.10
2021-12-03,0.70878,0.10
2021-12-06,0.70179,0.10
2021-12-07,0.70492,0.10
2021-12-08,0.71226,0.10
2021-12-09,0.717,0.10
2021-12-10,0.714612,0.10
2021-12-13,0.71661,0.10
2021-12-14,0.713318,0.10
2021-12-15,0.7106,0.10
2021-12-16,0.71665,0.10
2021-12-17,0.717561,0.10
2021-12-20,0.711698,0.10
2021-12-21,0.71095,0.10
2021-12-22,0.71478,0.10
2021-12-23,0.7214,0.10
2021-12-24,0.72332,0.10
2021-12-27,0.723129,#N/A
2021-12-28,0.7237,#N/A
2021-12-29,0.7234,0.10
2021-12-30,0.725879,0.10
2021-12-31,0.72498,0.10
2022-01-03,0.726818,#N/A
2022-01-04,0.7198,0.10
2022-01-05,0.72388,0.10
2022-01-06,0.72208,0.10
2022-01-07,0.71626,0.10
2022-01-10,0.717911,0.10
2022-01-11,0.7181,0.10
2022-01-12,0.72098,0.10
2022-01-13,0.728221,0.10
2022-01-14,0.728226,0.10
2022-01-17,0.721652,0.10
2022-01-18,0.72108,0.10
2022-01-19,0.71875,0.10
2022-01-20,0.7217,0.10
2022-01-21,0.721709,0.10
2022-01-24,0.718788,0.10
2022-01-25,0.71545,0.10
2022-01-26,0.71588,#N/A
2022-01-27,0.7123,0.10
2022-01-28,0.70355,0.10
2022-01-31,0.6998,0.10
2022-02-01,0.70683,0.10
2022-02-02,0.713399,0.10
2022-02-03,0.71208,0.10
2022-02-04,0.7145,0.10
2022-02-07,0.70803,0.10
2022-02-08,0.713,0.10
2022-02-09,0.714592,0.10
2022-02-10,0.717741,0.10
2022-02-11,0.71617,0.10
2022-02-14,0.71448,0.10
2022-02-15,0.71321,0.10
2022-02-16,0.714909,0.10
2022-02-17,0.71945,0.10
2022-02-18,0.718933,0.10
2022-02-21,0.71717,0.10
2022-02-22,0.71845,0.10
2022-02-23,0.72269,0.10
2022-02-24,0.7228,0.10
2022-02-25,0.71602,0.10
2022-02-28,0.718649,0.10
2022-03-01,0.7262,0.10
2022-03-02,0.726143,0.10
2022-03-03,0.729341,0.10
2022-03-04,0.7337,0.10
2022-03-07,0.739481,0.10
2022-03-08,0.73285,0.10
2022-03-09,0.726792,0.10
2022-03-10,0.73169,0.10
2022-03-11,0.7366,0.10
2022-03-14,0.72965,0.10
2022-03-15,0.71987,0.10
2022-03-16,0.7191,0.10
2022-03-17,0.72888,0.10
2022-03-18,0.7381,0.10
2022-03-21,0.740999,0.10
2022-03-22,0.739579,0.10
2022-03-23,0.74623,0.10
2022-03-24,0.749918,0.10
2022-03-25,0.751428,0.10
2022-03-28,0.751823,0.10
2022-03-29,0.74995,0.10
2022-03-30,0.751467,0.10
2022-03-31,0.7503,0.10
2022-04-01,0.749193,0.10
2022-04-04,0.748649,0.10
2022-04-05,0.75439,0.10
2022-04-06,0.75857,0.10
2022-04-07,0.750508,0.10
2022-04-08,0.747848,0.10
2022-04-11,0.744651,0.10
2022-04-12,0.741532,0.10
2022-04-13,0.7455,0.10
2022-04-14,0.74515,0.10
2022-04-15,0.741015,#N/A
2022-04-18,0.739382,#N/A
2022-04-19,0.735759,0.10
2022-04-20,0.739399,0.10
2022-04-21,0.7447,0.10
2022-04-22,0.736111,0.10
2022-04-25,0.723694,#N/A
2022-04-26,0.71785,0.10
2022-04-27,0.7146,0.10
2022-04-28,0.71257,0.10
2022-04-29,0.710884,0.10
2022-05-02,0.706539,0.10
2022-05-03,0.7051,0.10
2022-05-04,0.710379,0.35
2022-05-05,0.72529,0.35
2022-05-06,0.7121,0.35
2022-05-09,0.7047,0.35
2022-05-10,0.695739,0.35
2022-05-11,0.6936,0.35
2022-05-12,0.69275,0.35
2022-05-13,0.687191,0.35
2022-05-16,0.694618,0.35
2022-05-17,0.697282,0.35
2022-05-18,0.703284,0.35
2022-05-19,0.6959,0.35
2022-05-20,0.70415,0.35
2022-05-23,0.706289,0.35
2022-05-24,0.708898,0.35
2022-05-25,0.71032,0.35
2022-05-26,0.70894,0.35
2022-05-27,0.709879,0.35
2022-05-30,0.716281,0.35
2022-05-31,0.71952,0.35
2022-06-01,0.718262,0.35
2022-06-02,0.71736,0.35
2022-06-03,0.7269,0.35
2022-06-06,0.720492,0.35
2022-06-07,0.718861,0.35
2022-06-08,0.72206,0.85
2022-06-09,0.718649,0.85
2022-06-10,0.709819,0.85
2022-06-13,0.701828,#N/A
2022-06-14,0.69416,0.85
2022-06-15,0.68899,0.85
2022-06-16,0.70169,0.85
2022-06-17,0.70405,0.85
2022-06-20,0.6953,0.85
2022-06-21,0.69695,0.85
2022-06-22,0.69618,0.85
2022-06-23,0.690522,0.85
2022-06-24,0.69035,0.85
2022-06-27,0.694338,0.85
2022-06-28,0.692252,0.85
2022-06-29,0.69044,0.85
2022-06-30,0.688047,0.85
2022-07-01,0.68976,0.85
2022-07-04,0.68158,0.85
2022-07-05,0.68738,0.85
2022-07-06,0.67932,1.35
2022-07-07,0.6786,1.35
2022-07-08,0.6849,1.35
2022-07-11,0.68458,1.35
2022-07-12,0.674332,1.35
2022-07-13,0.6747,1.35
2022-07-14,0.67323,1.35
2022-07-15,0.675489,1.35
2022-07-18,0.681477,1.35
2022-07-19,0.68102,1.35
2022-07-20,0.689798,1.35
2022-07-21,0.688738,1.35
2022-07-22,0.69229,1.35
2022-07-25,0.690469,1.35
2022-07-26,0.69512,1.35
2022-07-27,0.694739,1.35
2022-07-28,0.69949,1.35
2022-07-29,0.700084,1.35
2022-08-01,0.697122,1.35
2022-08-02,0.70239,1.35
2022-08-03,0.68903,1.85
2022-08-04,0.6939,1.85
2022-08-05,0.69592,1.85
2022-08-08,0.69025,1.85
2022-08-09,0.69877,1.85
2022-08-10,0.695701,1.85
2022-08-11,0.707814,1.85
2022-08-12,0.71029,1.85
2022-08-15,0.711668,1.85
2022-08-16,0.702,1.85
2022-08-17,0.70194,1.85
2022-08-18,0.69304,1.85
2022-08-19,0.69112,1.85
2022-08-22,0.687711,1.85
2022-08-23,0.68787,1.85
2022-08-24,0.6923,1.85
2022-08-25,0.690799,1.85
2022-08-26,0.696398,1.85
2022-08-29,0.686691,1.85
2022-08-30,0.690751,1.85
2022-08-31,0.68574,1.85
2022-09-01,0.68285,1.85
2022-09-02,0.67953,1.85
2022-09-05,0.67903,1.85
2022-09-06,0.6814,1.85
2022-09-07,0.673011,2.35
2022-09-08,0.67514,2.35
2022-09-09,0.67659,2.35
2022-09-12,0.6847,2.35
2022-09-13,0.689398,2.35
2022-09-14,0.6743,2.35
2022-09-15,0.67518,2.35
2022-09-16,0.66873,2.35
2022-09-19,0.6727,2.35
2022-09-20,0.67337,2.35
2022-09-21,0.66942,2.35
2022-09-22,0.66101,#N/A
2022-09-23,0.66454,2.35
2022-09-26,0.65307,2.35
2022-09-27,0.6476,2.35
2022-09-28,0.6438,2.35
2022-09-29,0.6505,2.35
2022-09-30,0.6513,2.35
2022-10-03,0.642096,2.35
2022-10-04,0.65018,2.35
2022-10-05,0.65141,2.60
2022-10-06,0.65127,2.60
2022-10-07,0.641441,2.60
2022-10-10,0.636983,2.60
2022-10-11,0.629481,2.60
2022-10-12,0.626641,2.60
2022-10-13,0.627731,2.60
2022-10-14,0.6301,2.60
2022-10-17,0.622394,2.60
2022-10-18,0.629882,2.60
2022-10-19,0.63164,2.60
2022-10-20,0.62637,2.60
2022-10-21,0.627471,2.60
2022-10-24,0.63719,2.60
2022-10-25,0.63296,2.60
2022-10-26,0.63857,2.60
2022-10-27,0.64935,2.60
2022-10-28,0.645091,2.60
2022-10-31,0.640131,2.60
2022-11-01,0.64099,2.60
2022-11-02,0.63967,2.85
2022-11-03,0.63385,2.85
2022-11-04,0.628852,2.85
2022-11-07,0.643932,2.85
2022-11-08,0.64748,2.85
2022-11-09,0.650919,2.85
2022-11-10,0.643418,2.85
2022-11-11,0.66069,2.85
2022-11-14,0.669882,2.85
2022-11-15,0.66919,2.85
2022-11-16,0.67695,2.85
2022-11-17,0.67395,2.85
2022-11-18,0.66892,2.85
2022-11-21,0.668208,2.85
2022-11-22,0.66078,2.85
2022-11-23,0.664982,2.85
2022-11-24,0.67435,2.85
2022-11-25,0.67656,2.85
2022-11-28,0.671191,2.85
2022-11-29,0.665199,2.85
2022-11-30,0.668409,2.85
2022-12-01,0.67996,2.85
2022-12-02,0.681102,2.85
2022-12-05,0.681301,2.85
2022-12-06,0.670781,2.85
2022-12-07,0.669882,3.10
2022-12-08,0.6727,3.10
2022-12-09,0.67765,3.10
2022-12-12,0.678141,3.10
2022-12-13,0.6754,3.10
2022-12-14,0.68423,3.10
2022-12-15,0.68578,3.10
2022-12-16,0.670592,3.10
2022-12-19,0.668749,3.10
2022-12-20,0.670781,3.10
2022-12-21,0.66885,3.10
2022-12-22,0.671682,3.10
2022-12-23,0.6678,3.10
2022-12-26,0.671249,#N/A
2022-12-27,0.674459,#N/A
2022-12-28,0.672993,3.10
2022-12-29,0.67471,3.10
2022-12-30,0.6766,3.10
2023-01-02,0.68231,#N/A
2023-01-03,0.68056,3.10
2023-01-04,0.6728,3.10
2023-01-05,0.682911,3.10
2023-01-06,0.67557,3.10
2023-01-09,0.689398,3.10
2023-01-10,0.69097,3.10
2023-01-11,0.6895,3.10
2023-01-12,0.6911,3.10
2023-01-13,0.696782,3.10
2023-01-16,0.69735,3.10
2023-01-17,0.69664,3.10
2023-01-18,0.698841,3.10
2023-01-19,0.6944,3.10
2023-01-20,0.6914,3.10
2023-01-23,0.69827,3.10
2023-01-24,0.702928,3.10
2023-01-25,0.704672,3.10
2023-01-26,0.71082,#N/A
2023-01-27,0.71139,3.10
2023-01-30,0.710798,3.10
2023-01-31,0.70581,3.10
2023-02-01,0.70514,3.10
2023-02-02,0.7145,3.10
2023-02-03,0.707469,3.10
2023-02-06,0.69208,3.10
2023-02-07,0.68878,3.10
2023-02-08,0.69646,3.35
2023-02-09,0.693,3.35
2023-02-10,0.693938,3.35
2023-02-13,0.691348,3.35
2023-02-14,0.697,3.35
2023-02-15,0.698758,3.35
2023-02-16,0.69069,3.35
2023-02-17,0.68624,3.35
2023-02-20,0.686941,3.35
2023-02-21,0.6909,3.35
2023-02-22,0.68619,3.35
2023-02-23,0.681292,3.35
2023-02-24,0.681013,3.35
2023-02-27,0.673568,3.35
2023-02-28,0.6743,3.35
2023-03-01,0.673079,3.35
2023-03-02,0.67598,3.35
2023-03-03,0.6735,3.35
2023-03-06,0.675461,3.35
2023-03-07,0.67331,3.35
2023-03-08,0.6591,3.60
2023-03-09,0.6594,3.60
2023-03-10,0.6591,3.60
2023-03-13,0.66342,3.60
2023-03-14,0.66592,3.60
2023-03-15,0.66891,3.60
2023-03-16,0.66183,3.60
2023-03-17,0.66634,3.60
2023-03-20,0.671321,3.60
2023-03-21,0.67169,3.60
2023-03-22,0.66779,3.60
2023-03-23,0.669931,3.60
2023-03-24,0.66816,3.60
2023-03-27,0.665531,3.60
2023-03-28,0.66601,3.60
2023-03-29,0.670691,3.60
2023-03-30,0.668248,3.60
2023-03-31,0.671682,3.60
2023-04-03,0.66589,3.60
2023-04-04,0.67885,3.60
2023-04-05,0.675808,3.60
2023-04-06,0.671668,3.60
2023-04-07,0.667601,#N/A
2023-04-10,0.66735,#N/A
2023-04-11,0.66483,3.60
2023-04-12,0.6654,3.60
2023-04-13,0.6699,3.60
2023-04-14,0.6784,3.60
2023-04-17,0.67052,3.60
2023-04-18,0.67004,3.60
2023-04-19,0.67357,3.60
2023-04-20,0.670551,3.60
2023-04-21,0.674318,3.60
2023-04-24,0.669349,3.60
2023-04-25,0.670381,#N/A
2023-04-26,0.66364,3.60
2023-04-27,0.660838,3.60
2023-04-28,0.66304,3.60
2023-05-01,0.66124,3.60
2023-05-02,0.66228,3.60
2023-05-03,0.6673,3.85
2023-05-04,0.664152,3.85
2023-05-05,0.66961,3.85
2023-05-08,0.674768,3.85
2023-05-09,0.678099,3.85
2023-05-10,0.676691,3.85
2023-05-11,0.678191,3.85
2023-05-12,0.66999,3.85
2023-05-15,0.66469,3.85
2023-05-16,0.6703,3.85
2023-05-17,0.665779,3.85
2023-05-18,0.665562,3.85
2023-05-19,0.662998,3.85
2023-05-22,0.6661,3.85
2023-05-23,0.664969,3.85
2023-05-24,0.661358,3.85
2023-05-25,0.65451,3.85
2023-05-26,0.649849,3.85
2023-05-29,0.652699,3.85
2023-05-30,0.65285,3.85
2023-05-31,0.65178,3.85
2023-06-01,0.65064,3.85
2023-06-02,0.657799,3.85
2023-06-05,0.66,3.85
2023-06-06,0.661349,3.85
2023-06-07,0.667909,4.10
2023-06-08,0.66586,4.10
2023-06-09,0.67126,4.10
2023-06-12,0.6745,#N/A
2023-06-13,0.67531,4.10
2023-06-14,0.676929,4.10
2023-06-15,0.67969,4.10
2023-06-16,0.68803,4.10
2023-06-19,0.6876,4.10
2023-06-20,0.685138,4.10
2023-06-21,0.678882,4.10
2023-06-22,0.67987,4.10
2023-06-23,0.67607,4.10
2023-06-26,0.668052,4.10
2023-06-27,0.66745,4.10
2023-06-28,0.66814,4.10
2023-06-29,0.660062,4.10
2023-06-30,0.661971,4.10
2023-07-03,0.665832,4.10
2023-07-04,0.66741,4.10
2023-07-05,0.66927,4.10
2023-07-06,0.66569,4.10
2023-07-07,0.66284,4.10
2023-07-10,0.668838,4.10
2023-07-11,0.6679,4.10
2023-07-12,0.66938,4.10
2023-07-13,0.679279,4.10
2023-07-14,0.688862,4.10
2023-07-17,0.683779,4.10
2023-07-18,0.68105,4.10
2023-07-19,0.681482,4.10
2023-07-20,0.684088,
